ID,model,N,J,T,P,K,status,runtime,heuristics_time,total_time,gap,objective,nodes,iterations,timelimit,heuristics_limit
19,2,40,10,10,2000,3,OPTIMAL,14.091100931167604,120.5526957511902,134.6437966823578,0.0,175336.6946235597,3.0,2299.0,300,120
20,1,40,10,50,2000,3,OPTIMAL,177.93879914283752,121.38556122779846,299.324360370636,0.0,527943.9231705666,3.0,13761.0,300,120
20,2,40,10,50,2000,3,OPTIMAL,140.88637614250183,121.38556122779846,262.2719373703003,0.0,524123.0431140661,3.0,13268.0,300,120
21,1,40,10,100,2000,3,TIME_LIMIT,301.78872418403625,126.5772349834442,428.36595916748047,769.7016696523407,2657032.7250134945,1.0,14632.0,300,120
21,2,40,10,100,2000,3,TIME_LIMIT,301.9529871940613,126.5772349834442,428.5302221775055,769.7016696523407,2657032.7250134945,1.0,13630.0,300,120
22,1,40,40,10,2000,3,OPTIMAL,27.608357906341556,120.28064608573914,147.8890039920807,0.0,677014.9637835324,44.0,8951.0,300,120
22,2,40,40,10,2000,3,OPTIMAL,27.67913389205933,120.28064608573914,147.95977997779846,0.0,677014.963870734,51.0,8920.0,300,120
23,1,40,40,50,2000,3,TIME_LIMIT,300.1546049118042,122.862690448761,423.0172953605652,229.9722812033587,4513898.906172156,1.0,29595.0,300,120
23,2,40,40,50,2000,3,TIME_LIMIT,300.15047812461853,122.862690448761,423.0131685733795,229.9722812033587,4513898.906172156,1.0,29308.0,300,120
24,1,40,40,100,2000,3,TIME_LIMIT,300.69159507751465,127.6379828453064,428.329577922821,235.26602577593653,8840981.754082918,1.0,16756.0,300,120
24,2,40,40,100,2000,3,TIME_LIMIT,300.51934599876404,127.6379828453064,428.1573288440704,235.26602577593653,8840981.754082918,1.0,16233.0,300,120
25,1,40,80,10,2000,3,TIME_LIMIT,300.0428991317749,120.16041898727416,420.2033181190491,0.0230561013273826,1609150.58767879,5753.0,137160.0,300,120
25,2,40,80,10,2000,3,TIME_LIMIT,300.04207491874695,120.16041898727416,420.2024939060211,0.0266535587203167,1611813.614557922,5382.0,142137.0,300,120
26,1,40,80,50,2000,3,TIME_LIMIT,300.16970205307007,121.28318285942078,421.4528849124909,131.88853312839188,7799437.388619661,1.0,31572.0,300,120
26,2,40,80,50,2000,3,TIME_LIMIT,300.679279088974,121.28318285942078,421.9624619483948,131.88853312839188,7799437.388619661,1.0,29687.0,300,120
27,1,40,80,100,2000,3,TIME_LIMIT,302.3161039352417,129.01222276687622,431.3283267021179,124.72794874894034,17301376.018256664,1.0,14336.0,300,120
27,2,40,80,100,2000,3,TIME_LIMIT,300.4952540397644,129.01222276687622,429.5074768066406,124.72794874894034,17301376.018256664,1.0,15146.0,300,120
